owner_category,owner_name,property_address,city,apn,lot_sqft,lot_acres,jurisdiction,zoning,property_use,assessed_land,assessed_improvement,assessed_total,improv_land_ratio,last_transfer_date,assessor_last_sale_date,lat,lon,score,score_reasons,source,current_use_web,current_use_source
3 Municipal,SAN JOSE CITY SPECIALTY RESTAURANTS CORP,1162 AVIATION AVE,SAN JOSE,230-46-044,129995,2.984,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1973-04-25,37.354619,-121.926581,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,333 MCKENDRIE ST,SAN JOSE,230-38-080,129547,2.974,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,1994-03-25,,37.350233,-121.913052,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,,SUNNYVALE,326-04-073,129126,2.964,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,,37.334198,-122.05601,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,WEST VALLEYMISSION COMMUNITY COLLEGE DIST,2807 MISSION COLLEGE BLVD,SANTA CLARA,104-16-119,128938,2.960,SANTA CLARA,SC,INDUSTRIAL,0,0,0,,,1972-05-08,37.394015,-121.978327,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,,SUNNYVALE,110-15-064,128502,2.950,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,,37.399304,-122.008627,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CAMPBELL CITY,70 N 1ST ST,CAMPBELL,279-41-067,126457,2.903,SANTA CLARA,P-D,OTHER / UNKNOWN,0,0,0,,1994-07-05,1994-07-05,37.288486,-121.944229,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,MT VIEW CITY,,MOUNTAIN VIEW,193-01-002,125888,2.890,SANTA CLARA,PF,OTHER / UNKNOWN,0,0,0,,,,37.380738,-122.086145,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,MT VIEW CITY,,MOUNTAIN VIEW,158-38-027,124914,2.868,SANTA CLARA,PF,OTHER / UNKNOWN,0,0,0,,,1977-10-03,37.393459,-122.069257,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,230-39-133,124187,2.851,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1973-12-05,37.347188,-121.915031,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,CUPERTINO,342-64-002,123275,2.830,SANTA CLARA,HS,INDUSTRIAL,0,0,0,,,,37.323485,-122.081626,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,MOUNTAIN VIEW CITY,,MOUNTAIN VIEW,153-14-024,123233,2.829,SANTA CLARA,PF,OTHER / UNKNOWN,0,0,0,,1994-04-19,,37.41073,-122.084666,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,1144 COLEMAN AVE,SAN JOSE,230-46-042,123143,2.827,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1973-04-25,37.354075,-121.925782,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,CUPERTINO,351-18-011,121967,2.800,SANTA CLARA,HS-SR,OTHER / UNKNOWN,0,0,0,,,,37.294471,-122.081493,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,381-34-001,121856,2.797,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.296398,-121.996792,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,MT VIEW CITY,TERMINAL BLVD,MOUNTAIN VIEW,116-19-002,121532,2.790,SANTA CLARA,PF,OTHER / UNKNOWN,0,0,0,,,,37.434069,-122.098696,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,MCKINLEY S D FRANKLIN,,SAN JOSE,477-20-151,119912,2.753,SANTA CLARA,MI,INDUSTRIAL,0,0,0,,,1989-03-22,37.314132,-121.84799,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SANTA CLARA,3025 RAYMOND ST,SANTA CLARA,224-08-085,118919,2.730,SANTA CLARA,ML,INDUSTRIAL,0,0,0,,2008-03-21,2008-03-21,37.376023,-121.951956,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,241-37-014,118651,2.724,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1987-12-18,37.380558,-121.88424,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,137-17-022,117345,2.694,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,1976-12-21,37.409369,-122.138876,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,SAN JOSE UNIFIED S D,,SAN JOSE,264-37-089,117199,2.691,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1974-02-27,37.320536,-121.882609,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,830 AUZERAIS AVE,SAN JOSE,264-11-107,117089,2.688,SANTA CLARA,HI,INDUSTRIAL,0,0,0,,2015-04-16,2014-06-24,37.320754,-121.90495,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,269-06-015,116741,2.680,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.354691,-121.944915,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,S D SUNNYVALE,ALVARADO AVE,SUNNYVALE,205-15-010,116457,2.674,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,,37.391271,-122.008214,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,220-09-062,116240,2.669,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.35957,-121.989058,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,701-06-004,115832,2.659,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.221779,-121.849484,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,294-20-020,114210,2.622,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.336355,-121.968793,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CUPERTINO CITY,22851 MERCEDES RD,CUPERTINO,342-22-064,113210,2.599,SANTA CLARA,CU,OTHER / UNKNOWN,0,0,0,,,,37.314357,-122.076403,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,230-46-023,112739,2.588,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.359707,-121.918316,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,249-06-002,112400,2.580,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.356106,-121.89607,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,,SUNNYVALE,110-03-051,112385,2.580,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,,37.416516,-122.011972,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,477-19-071,112359,2.579,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,,1990-08-31,37.317846,-121.844216,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,230-24-006,111707,2.564,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.350806,-121.917009,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,ROCK UNION S D ALUM,,SAN JOSE,491-16-086,110267,2.531,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.335271,-121.82681,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,462-41-029,109525,2.514,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.272674,-121.846634,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,477-12-046,109336,2.510,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.320055,-121.851811,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,2555 ROBERT FOWLER WAY,SAN JOSE,491-15-015,109046,2.503,SANTA CLARA,IP,OTHER / UNKNOWN,0,0,0,,,,37.337604,-121.821285,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,494-26-022,106794,2.452,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.292112,-121.818911,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,494-22-016,105327,2.418,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1984-01-10,37.29576,-121.821755,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,6066 MONTEREY HWY,SAN JOSE,678-03-036,103030,2.365,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1982-01-21,37.239072,-121.773372,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,373-19-015,99752,2.290,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1974-01-17,37.302282,-122.023382,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,COUNTY OF SANTA CLARA,2001 THE ALAMEDA,SAN JOSE,230-20-027,99752,2.290,SANTA CLARA,CL,INDUSTRIAL,0,0,0,,2021-08-31,2021-08-31,37.342285,-121.927421,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
1 Federal,UNITED STATES POSTAL SERVICE,5706 CAHALAN AVE,SAN JOSE,687-19-014,99317,2.280,SANTA CLARA,SJ,Commercial,0,0,0,,,,37.248755,-121.846242,67,Commercial +5; 1-5ac +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,491-15-033,98662,2.265,SANTA CLARA,IP,OTHER / UNKNOWN,0,0,0,,,1966-02-27,37.33934,-121.821129,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CUPERTINO CITY,7535 SHADOWHILL LN,CUPERTINO,362-30-098,98446,2.260,SANTA CLARA,CU,OTHER / UNKNOWN,0,0,0,,,1979-10-03,37.301883,-122.037556,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
1 Federal,UNITED STATES POSTAL SERVICE,2450 ALVIN AVE,SAN JOSE,670-02-020,98445,2.260,SANTA CLARA,C3H,Commercial,0,0,0,,1995-10-26,,37.320019,-121.827099,67,Commercial +5; 1-5ac +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,652-08-036,96703,2.220,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1979-02-23,37.335405,-121.779421,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,494-15-053,96268,2.210,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.28087,-121.814225,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,684-40-011,96268,2.210,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.256473,-121.802464,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,678-04-010,95832,2.200,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1985-05-01,37.242866,-121.768263,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,4110 CADWALLADER AVE,SAN JOSE,676-38-001,95367,2.189,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.301506,-121.785583,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,477-20-058,95148,2.184,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.314958,-121.846226,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF MOUNTAIN VIEW,87 E EVELYN AVE,MOUNTAIN VIEW,160-65-008,94462,2.169,SANTA CLARA,MM,INDUSTRIAL,0,0,0,,2023-06-16,2023-06-16,37.389991,-122.066709,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,491-15-017,92822,2.131,SANTA CLARA,IP,OTHER / UNKNOWN,0,0,0,,,1965-12-03,37.337473,-121.819043,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,ARQUES AVE,SUNNYVALE,205-28-009,92572,2.125,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,,37.38151,-122.012755,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,UNION S D CAMPBELL,,SAN JOSE,284-11-014,92470,2.123,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.299999,-121.921795,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,481-39-013,92409,2.121,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.338256,-121.8465,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,456-10-005,92370,0.000,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.302573,-121.878346,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,224-61-005,92347,2.120,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,1976-08-27,37.367728,-121.955811,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,680-02-006,91492,2.100,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1987-12-24,37.297827,-121.771937,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA CNTY CTRL FIRE PRO,1315 DELL AVE,CAMPBELL,424-33-118,91040,2.090,SANTA CLARA,CM,INDUSTRIAL,0,0,0,,2020-05-26,2018-01-02,37.267659,-121.954324,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,124-20-040,90801,2.085,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,1981-07-02,37.429612,-122.141122,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,1210 BORDEAUX DR,SUNNYVALE,110-25-038,90169,2.070,SANTA CLARA,MP-TO,INDUSTRIAL,0,0,0,,2014-12-23,2014-12-23,37.409019,-122.022568,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,120-14-016,90169,2.070,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.449388,-122.163236,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,,SUNNYVALE,202-38-042,90090,2.068,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,1973-05-09,37.356755,-122.060688,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,104-13-063,88162,2.024,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.392805,-121.961834,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,684-46-105,87811,2.016,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1980-01-21,37.269653,-121.819622,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,230-29-089,87504,2.009,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.367732,-121.924204,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,678-93-001,87454,2.008,SANTA CLARA,LI,OTHER / UNKNOWN,0,0,0,,,1992-02-07,37.264728,-121.78537,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,678-04-004,87390,2.006,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1985-05-01,37.246386,-121.771687,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,,SUNNYVALE,104-18-063,86329,1.982,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,1974-07-10,37.395625,-121.989638,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,COUNTY OF SANTA CLARA,2975 SAN YSIDRO WAY,SANTA CLARA,205-38-024,85525,1.963,SANTA CLARA,ML,INDUSTRIAL,262024,1331009,1593033,5.080,2016-10-21,2016-10-21,37.375433,-121.996851,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,COUNTY OF SANTA CLARA,2945 SAN YSIDRO WAY,SANTA CLARA,205-38-023,85236,1.957,SANTA CLARA,ML,INDUSTRIAL,5047546,1952614,7000160,0.387,2016-10-21,2016-10-21,37.374854,-121.996898,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,CUPERTINO,351-18-003,85113,1.954,SANTA CLARA,HS-SR,OTHER / UNKNOWN,0,0,0,,,,37.299001,-122.07921,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,120-26-095,84506,1.940,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,1972-12-13,37.446097,-122.162693,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,COUNTY OF SANTA CLARA,1888 SENTER RD,SAN JOSE,477-20-147,84268,1.935,SANTA CLARA,M4,INDUSTRIAL,0,0,0,,2021-08-06,2021-08-06,37.315515,-121.854941,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
1 Federal,UNITED STATES POSTAL SERVICE,4285 PAYNE AVE,SAN JOSE,299-12-006,84000,1.928,SANTA CLARA,C1,Commercial,0,0,0,,2000-08-31,1998-01-21,37.301548,-121.977994,67,Commercial +5; 1-5ac +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,456-31-004,83828,1.924,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.299011,-121.862434,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,SANTA CLARA UNIFIED S D,,SANTA CLARA,269-13-013,82479,1.894,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.350338,-121.951105,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,,SUNNYVALE,211-07-001,81972,1.882,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,,37.363445,-122.020285,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,61 N SUNSET AVE,SAN JOSE,481-07-028,80586,1.850,SANTA CLARA,M1H,INDUSTRIAL,5457000,0,5457000,0.000,2023-06-15,2023-06-15,37.35705,-121.850517,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,567-53-017,80384,1.845,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.244558,-121.875165,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,880 REED ST,SANTA CLARA,224-02-001,80382,1.845,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.358663,-121.947095,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,595-08-001,79715,1.830,SANTA CLARA,HS,OTHER / UNKNOWN,0,0,0,,,,37.405223,-121.78853,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,116-01-014,79715,1.830,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.434983,-122.101548,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,UNION H S D CAMPBELL,5080 WESTMONT AVE,SAN JOSE,403-11-005,79279,1.820,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.270981,-121.990211,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,316-12-001,78371,1.799,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.331104,-122.000348,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY VECTOR CONT,1580 BERGER DR,SAN JOSE,237-04-070,77972,1.790,SANTA CLARA,I,INDUSTRIAL,0,0,0,,2006-12-12,2006-12-12,37.372603,-121.89578,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,269-06-052,77684,1.783,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.355116,-121.943596,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,494-48-076,77033,1.768,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1975-08-22,37.291118,-121.818556,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,254-03-045,75573,1.735,SANTA CLARA,,INDUSTRIAL,0,0,0,,,1973-09-28,37.360252,-121.867229,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,WALNUT ST,SAN JOSE,259-08-101,75000,1.722,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1977-11-07,37.343403,-121.910593,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,458-11-025,74895,1.719,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,2002-07-10,2002-07-10,37.257087,-121.865677,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,264-56-108,74818,1.718,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,2011-12-23,2011-12-23,37.311455,-121.897925,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,150 N AUTUMN ST,SAN JOSE,259-29-102,74665,1.714,SANTA CLARA,M1,INDUSTRIAL,0,0,0,,2018-03-12,2018-03-12,37.335012,-121.900457,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,701-19-024,74285,1.705,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1972-12-27,37.214044,-121.836971,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CUPERTINO CITY,,CUPERTINO,359-25-002,74052,1.700,SANTA CLARA,CU,OTHER / UNKNOWN,0,0,0,,,1981-01-29,37.310796,-122.040342,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,50 BELLEVUE AVE,SAN JOSE,434-24-105,73971,1.698,SANTA CLARA,M1,INDUSTRIAL,0,0,0,,2007-08-31,2007-08-31,37.311921,-121.872644,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,259-04-011,73809,1.694,SANTA CLARA,LI,OTHER / UNKNOWN,0,0,0,,,,37.351731,-121.904933,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,132-06-012,73405,1.685,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.423579,-122.114602,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,VIEW S D MT,1175 CASTRO ST,MOUNTAIN VIEW,193-01-003,73181,1.680,SANTA CLARA,PF,OTHER / UNKNOWN,0,0,0,,,,37.381502,-122.084436,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,499-23-005,73120,1.679,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.308636,-121.839213,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,MT VIEW CITY,,MOUNTAIN VIEW,148-15-013,72745,1.670,SANTA CLARA,P(8),OTHER / UNKNOWN,0,0,0,,,1974-07-08,37.407435,-122.110993,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,1515 EL CAMINO REAL,SANTA CLARA,224-48-015,72469,1.664,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.352914,-121.954127,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,216-28-062,72164,1.657,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,1974-12-17,37.371037,-121.976408,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,706-05-024,71787,1.648,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1979-05-03,37.237733,-121.7998,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
